Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,..,2589.16385739179,2602.34706394415,2718.9226567431,2761.9493276521,2887.70059725196,3069.00052608407,3080.79874207718,3239.02021092205,3227.91333685541,3357.47019269148,3426.32461405325,3461.32746033286,3558.43659332316,3720.78678474604,3794.35859507025
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,41955.2077907276,40393.9719604564,38170.2234261462,41229.8125939255,43210.2499616445,44309.5346045295,44276.8929667359,43865.9203062551,45340.1181996419,43169.5422903299,44036.7673465341,46989.1476692182,48024.4596697908,47848.3764666261,48209.1373331596,48921.2152517247
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,2595.10928846112,2642.68614395242,2580.83210023006,2658.56179831159,2712.87753906729,2758.35344646235,2750.19548003222,2754.19223718363,2780.61530712335,2780.61302743183,2797.11016032924,2757.07940494497,2788.67145940156,2777.11176906606,2868.31587705101,2966.45534736483
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,8900.59392823903,9529.21682732296,10146.5649268438,10614.3282507603,11599.6444276434,12277.9765389549,12955.9531924689,13846.2823832913,14691.7802796575,14347.8562516811,14510.9633040097,14923.8016040875,14894.1959307062,15399.7829147623,15226.3201716299,15578.2028500791
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,18931.1506329027,18485.0166359894,18145.8519720222,17271.9155576752,16841.8434899575,18273.719660463,19580.9017788872,21511.4131616365,20584.0823450862,20276.8283962653,20892.6917450363,23140.9267985586,23203.9479994714,24150.2107150581,24848.6102246552,25500.4865590545
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,1063.29719794631,960.321505129031,1162.25681733067,1213.0200062246,1237.62933289341,1244.90141432555,1256.61644514124,1321.51285125733,1360.1610981794,1372.39206669911,1413.56373614617,1469.03345111028,1654.41218516052,1953.08836410675,1997.50929124002,1551.82309051333
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,56106.7320153462,54029.7347241616,55634.7193859545,59022.1029500717,64011.4255111141,67125.564640796,70915.9915104292,74159.387383979,71629.8274365717,69585.8448836232,78294.0314218674,81538.3651831598,83112.0073399663,85732.8039393429,87959.4167487017,89519.7357100565
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,41969.4037404409,43543.8897582329,46392.8687508029,45401.7023586931,43523.5357917997,42946.6845432836,41852.4041272813
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,15660.6438507381,16199.8277352896,16936.5056281646,17879.6227509471,18827.2997506087,20072.3500036399,21776.1292378063,24127.8846772888,25451.1517570416,24030.6118201304,25417.8123610242,26107.8287132195,26557.7913824185,26706.0951054998,27384.9718145418,28676.2656111842
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,26281.0684547863,27083.7247430352,27998.4553568224,28809.9058278013,30046.5293242893,31133.7151910898,32817.8881074677,34912.8471788592,36081.1286420955,33057.4147493548,33355.8476287757,33573.3355082877,32618.6088809723,32239.0845573446,33098.9441619924,33805.030045384
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,2253.61086190761,2018.94093905543,1910.71796751198,1982.68138658287,2061.38887047731,2122.96352695466,2174.52641035946,2220.37921639226,2296.89233568323,2301.58775393598,2439.86232530792,2551.26375812904,2530.75893174193,2594.46170799936,2551.40106578556,2518.64747830047
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,876.828883655702,873.493838035325,879.276531935612
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,10088.8522469794,10224.0233326686,10469.1890791367,10646.8315142747,10997.0109109346,11434.9152380948,11924.0734129115,12402.0494604229,12628.200837388,12262.1430334211,12452.3375290857,12666.7080162249,12743.9386081046,12852.7821596961,12884.4845981198,12840.0354033768
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,34757.615021513,35874.7529283016,36337.5551952878,36750.4418480689,37249.7735119425,37963.3658355296,38858.4710684887,39520.8222657597,39240.3951876123,37430.6785045715,37319.4762230353,36884.2592434253,35769.4600345792,35371.7398181963,35968.6201369865,37377.068016704
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,5949.97002912315,5816.4739394424,5999.25703996993,6302.21594704683,6589.46350789768,6944.22676755822,7419.41386800341,7865.36830357171,8274.1753628626,8507.59291625497,9126.86561223093,9827.62208611431,10712.3973470478,10990.0705930726,11428.1079039311,11890.5165276211
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,21459.7356252183,22324.2827985333,22346.0437730978,21194.4594198695,21768.3421467078,23617.3105861769,24113.6462532363,24037.0608468682,25291.9622992363,24057.9423578148,23710.3475026719,23933.4068221198,23194.2239555398,24225.8336014469,25521.200162775,25569.4841249091
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,St. Lucia,LCA,12963.8538743731,12407.4911660515,12364.7367325259,12800.6527833417,13621.3838846444,13433.7481536919,14096.065293761,14140.7610446783,14634.012215407,14037.3912951736,14109.4134298143,14760.4906606537,14637.9294950354,14105.3164244302,14288.822306515,14029.5909199045
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,8646.60881641543,8785.82491154096,9323.73968874996,10019.6507560069,10417.0592623203,10666.7385615742,11488.3774203615,11881.8211561654,12082.8922268241,11841.0524274001,11447.4666191785,11393.6794285659,11538.3669141018,11729.4183480537,11845.210383901,11973.4193690941
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sudan,SDN,2109.56057522945,2185.04050101935,2261.47348909738,2369.23616952915,2393.41843504035,2501.96046064313,2678.34089173328,2905.6811289977,3048.29614857669,3064.39894313202,3089.57247579124,3379.68881846169,3785.72643927254,3947.20064332089,4124.50961365913,4187.86272224264
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Suriname,SUR,13068.206154071,13456.2057514905,13670.7914828714,14361.9927042284,15401.5187671511,15908.3007840511,16635.7397630162,17284.6273389243,17793.9960001679,18120.3244918175,18840.3689668707,19716.9317729318,20020.3150049378,20379.8705144401,20210.9961829311,19317.0545070113
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Eswatini,SWZ,5579.13655947274,5592.50603727853,5806.26693421796,6009.49542662657,6206.09179811397,6551.01015339516,6906.56444179071,7167.54313180945,7176.21346924816,7236.73469902611,7459.22797562412,7575.71558669499,7930.46867816153,8179.48576594296,8192.52795301406,8304.65845837116
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Sweden,SWE,40625.3620520538,41103.7264589774,41870.2591560099,42678.2841388566,44354.3910620977,45440.2967492535,47292.3136933265,48557.3843477247,47963.4937520407,45492.768174936,47791.3715245947,48947.4393112155,48300.8425001578,48462.1600029489,49258.9961639539,50928.962975552
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Switzerland,CHE,59389.4240602209,59944.7769214821,59489.7480583928,59022.3524143811,60271.9324146596,61613.3910520748,63686.2482388777,65641.7106078648,66598.8593697765,64404.0798614014,65819.7372527487,66342.0108170701,66440.2870236648,66877.1630488424,67682.6861750714,68025.9200383988
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Tajikistan,TJK,1324.90986011034,1428.36847535195,1555.95059049014,1696.82486172683,1837.65117029734,1924.11690363046,2019.16953833117,2133.49400921643,2255.02265129265,2293.71270834639,2390.02217412609,2510.15733228064,2637.65426734355,2767.83682323965,2884.20022507532,2984.49491330069
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Tanzania,TZA,1409.45396400343,1456.56671853751,1518.09442596802,1574.77760606171,1645.83993957107,1719.7277571198,1781.27761922326,1848.98547778787,1899.48207476561,1943.0408934384,2006.97132607023,2098.27660490188,2128.5289303179,2205.95146041591,2284.96175730033,2354.13898543629
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Thailand,THA,9809.62237014961,10053.8153977212,10583.7618633023,11260.1581111258,11886.3246218723,12304.4020760731,12837.8779168538,13460.0605585001,13620.5323660986,13458.5267079765,14399.0445142977,14450.4788337362,15424.5442688037,15767.3608137962,15854.1318583817,16285.3865749723
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Timor-Leste,TLS,2328.30466726771,2658.28584355599,2422.41191237934,2308.47500590139,2258.61735145946,2272.4450564684,2133.4547600223,2306.41101394079,2521.54049194018,2724.74814544794,2930.05449067477,3045.45796048743,3172.27931106179,3182.52504069094,3264.56251049459,3297.88916309166
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Togo,TGO,1700.44139725969,1667.65380908029,1686.66834488322,1754.90580363631,1694.1458869496,1573.68375172638,1572.99505010347,1513.16116257616,1532.42397607229,1573.97067330865,1625.54544570615,1683.85626303502,1746.93126200355,1805.48891920368,1863.28189425443,1920.46930701736
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Tonga,TON,5034.41516562787,5195.57261088469,5417.69313740651,5511.12392625902,5344.83217437842,5312.37415216318,5262.44445083749,5232.3167095605,5438.07785405326,5129.8913098852,5166.93205439861,5541.77196044234,5632.09161877784,5703.41989710407,5861.464132687,5944.4526863595
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Trinidad and Tobago,TTO,16939.5254674584,17583.6537225067,18896.2544299585,21518.0104708623,23110.7517040813,24424.857914511,27522.3703712998,28700.8829937237,29538.9110681988,28103.2689912234,28879.2873679678,28621.106512477,28798.4969953552,29247.0103539105,28796.559068824,29053.3347831462
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Tunisia,TUN,7329.34512574055,7541.12059690389,7580.98650292648,7878.39754468431,8305.37799464615,8523.08877705473,8887.01197770659,9388.0218478377,9682.79037239872,9872.0103338366,10113.3703487395,9820.96350894605,10123.4296627362,10308.3833959896,10498.849670465,10510.3303060416
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Turkey,TUR,15433.5871175503,14330.4181402425,15031.2229804703,15670.4176287977,16968.8736062818,18251.6691007312,19277.5306892695,20009.688894664,19933.0672704029,18731.5193829907,20027.6668282982,21932.2945704799,22610.6827736227,24117.6584669162,24881.7277916793,25958.6407622392
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Turkmenistan,TKM,4622.07875656117,4772.17661943421,4736.78078404191,4843.56708736216,5034.24789042693,5629.0698391954,6174.73802830858,6773.09569391502,7665.45219775881,8015.80961742371,8616.88953254413,9717.64188636576,10604.0004134209,11471.1840827954,12421.3697709052,12993.5318096291
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,23761.2065784249,23049.4472847735,22849.5759149804,24392.0205723675,26693.1035377807
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Tuvalu,TUV,3350.87938468241,3374.73482812274,3597.22585919232,3430.46530487719,3333.68312730161,3167.25002441682,3196.30860889881,3365.69518484189,3600.56276978961,3408.57126746868,3281.50217714704,3493.27535059328,3322.3875101275,3440.82054616239,3447.79622607557,3720.30531533443
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Uganda,UGA,1252.75213083501,1277.77376626868,1346.39242833853,1388.67260870657,1436.70962588905,1480.0521561082,1588.7750631384,1668.98849734102,1757.97198258706,1819.00118154645,1861.2824578388,1972.31040257869,1983.88037088142,1989.64779218921,2022.29482007632,2054.09044873783
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ukraine,UKR,7221.46560780007,7969.42102827251,8467.79599207072,9349.13468844413,10561.0095264702,10957.5582756783,11852.6523644491,12829.03064807,13195.8768378635,11298.3909564957,11778.3136960259,12466.8077918775,12527.465501021,12552.6697613585,12408.95159807,11237.0744571217
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,United Arab Emirates,ARE,102494.714619638,98621.5363837505,95909.1453554823,97795.0272008784,97757.8551487404,90894.8988067777,86425.8972155092,76620.3150621597,68798.4182620981,58374.6153336849,54921.7755754851,56123.4798818327,57390.7005212249,59921.7478304421,62378.6100477921,65218.8204340815
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,United Kingdom,GBR,38280.8002708435,39174.8900239894,39859.3138065232,40992.0720379492,41691.3885018648,42629.9482187521,43457.7017735188,44138.5205042745,43670.4145844224,41558.3008322127,42089.0136357977,42294.1204630137,42601.828409576,43242.5676679488,44154.1056092436,44840.7826443684
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,United States,USA,50124.8911771197,50126.7202222598,50528.7885768372,51529.7264039287,52994.5519602027,54353.0685764315,55368.3597189657,55873.2447409949,55271.6574674784,53399.3656316179,54315.9124805391,54758.8332734292,55581.4138435205,56214.4286771294,57213.2678405623,58540.2960929977
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Uruguay,URY,14482.7545481357,13901.9939052282,12824.8732136116,12937.4268650726,13593.7321714866,14606.4661146239,15188.6444438979,16151.3695323714,17266.5304760993,17948.4289523043,19293.7407978576,20231.5731615788,20885.1052447081,21786.2119353806,22419.043746431,22425.8300844671
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Uzbekistan,UZB,2786.43037415465,2865.94029463786,2943.57238638311,3032.66631847114,3221.18933336347,3405.21630793091,3614.57737070251,3901.05877041586,4185.55752534968,4446.86360649926,4651.52296182589,4880.8626289269,5164.27422197719,5469.85595252473,5764.49270515263,6086.71574219326
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Vanuatu,VUT,3068.09586636035,2897.35919137434,2679.92036837371,2724.14443749079,2761.11598347379,2835.92704585306,3002.8590766606,3017.51646792409,3112.33321659655,3129.64502367484,3088.97887864833,3101.32879399466,3046.68582297804,2975.89800382458,2984.60512391773,2915.70045998521
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Vietnam,VNM,2954.98290492635,3105.64348185244,3269.87537495935,3462.88022770535,3689.732511349,3931.76536810297,4167.10764825133,4422.28537294526,4628.02965340351,4830.30506933291,5089.41101647328,5352.02208104119,5574.49370451398,5815.17524348444,6098.53914798804,6438.25985369358
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,West Bank and Gaza,PSE,4503.24884871918,3980.93334903897,3395.85502779122,3774.13239294371,4485.52545771034,4866.02847430128,4695.99472699102,4750.92969249725,4965.37294950639,5250.11607535578,5411.0664822782,5782.68959325891,5985.68324726688,6118.25718135648,5967.07343700875,6048.97659721444
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Zambia,ZMB,1990.85899129325,2042.53749782828,2080.19569038468,2168.33319637762,2261.76673260384,2362.9022262854,2483.20796249359,2619.72136960841,2747.43850404048,2917.51555733236,3125.52884870272,3201.28802857176,3339.2699022511,3399.70229437249,3450.03760014955,3443.55325404862
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Zimbabwe,ZWE,3756.13948282406,3796.65710708752,3450.18903086252,2857.15233572024,2682.78300044459,2517.67270711744,2414.7675188582,2307.48462426099,1880.80358339408,2082.07533744628,2458.22062578173,2764.33891623022,3170.72652182704,3176.82933020794,3195.76796979947,3198.982128793
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Afghanistan,AFG,11.65,11.63,11.68,11.68,11.61,11.52,11.34,11.18,11.11,11.46,11.52,11.51,11.52,11.54,11.45,11.39
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Albania,ALB,16.58,16.54,16.61,16.61,16.52,16.4,16.17,15.97,13.06,13.67,14.09,13.48,13.38,15.87,18.06,17.19
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Algeria,DZA,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.21,11.21
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Angola,AGO,3.87,3.85,3.88,3.88,3.85,3.81,3.73,3.66,3.63,3.78,9.43,7.36,7.37,7.38,7.31,7.26
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Argentina,ARG,15,17.32,19.59,15.36,13.52,11.51,10.08,8.47,7.84,8.65,7.71,7.18,7.22,7.1,7.27,7.61
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Armenia,ARM,11.05,10.91,10.84,10.72,10.54,10.34,10.07,9.81,13.51,18.44,19.01,18.44,17.3,16.18,17.5,18.26
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Australia,AUS,6.28,6.74,6.37,5.93,5.4,5.03,4.78,4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Austria,AUT,4.69,4.01,4.85,4.78,5.83,5.63,5.24,4.86,4.13,5.3,4.82,4.56,4.87,5.34,5.62,5.72
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Azerbaijan,AZE,11.78,10.91,10.04,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Bahamas, The",BHS,7.16,6.87,9.05,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.33,14.52,14.02,16.18,13.8,12
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bahrain,BHR,0.95,0.98,0.98,1,1.03,1.07,1.13,1.2,1.22,1.13,1.13,1.18,1.2,1.22,1.27,1.32
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bangladesh,BGD,3.27,3.59,3.96,4.32,4.3,4.25,3.59,3.91,4.29,5,3.38,3.71,4.06,4.43,4.39,4.38
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Barbados,BRB,9.35,9.85,10.32,11,9.57,9.08,8.73,7.41,8.12,10.02,10.69,11.19,11.59,11.55,12.17,11.35
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belarus,BLR,12,11.23,10.58,9.88,9.16,8.44,7.7,7.01,6.42,6.1,6.11,6.08,6.06,6.05,5.97,5.91
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belgium,BEL,6.59,6.18,6.91,7.68,7.36,8.44,8.25,7.46,6.98,7.91,8.29,7.14,7.54,8.43,8.52,8.48
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Belize,BLZ,10.87,9.07,10.04,10.38,10.66,10.91,9.39,8.51,8.18,8.43,8.45,8.4,8.38,8.35,8.24,7.58
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Benin,BEN,0.84,0.75,0.69,0.73,0.77,0.8,0.81,0.82,0.85,0.97,1.04,2.65,2.65,2.66,2.61,2.57
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bhutan,BTN,1.64,1.9,1.86,1.8,2.49,3.1,3.13,3.7,3.68,3.96,3.32,3.23,2.05,2.87,2.63,2.45
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bolivia,BOL,2.89,2.88,2.91,2.9,2.87,2.82,2.72,2.64,2.6,2.86,2.55,2.22,2.05,2.39,2.01,3.07
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bosnia and Herzegovina,BIH,25.67,26.59,27.65,28.64,29.54,30.4,31.11,28.98,23.41,24.07,27.31,27.58,28.01,27.49,27.52,27.69
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Botswana,BWA,15.88,18.54,21.13,23.8,21.76,19.77,17.78,17,16.35,16.17,17.86,17.85,17.86,17.88,17.78,17.71
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brazil,BRA,9.9,9.61,9.37,9.99,9.11,9.57,8.64,8.33,7.34,8.52,7.73,6.92,7.19,6.98,6.66,8.43
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Brunei Darussalam,BRN,5.53,5.64,5.73,5.82,5.95,6.1,6.3,6.49,6.61,6.46,6.51,6.64,6.71,6.8,6.97,7.69
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Bulgaria,BGR,16.22,19.92,18.11,13.73,12.04,10.08,8.95,6.88,5.61,6.82,10.28,11.26,12.27,12.94,11.42,9.14
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burkina Faso,BFA,2.57,2.63,2.71,2.78,3.37,4,3.64,3.3,3.62,4.23,4.68,5.12,5.58,6.07,6.48,6.04
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Burundi,BDI,1.87,1.86,1.89,1.89,1.85,1.81,1.73,1.66,1.63,1.75,1.74,1.7,1.67,1.64,1.57,1.55
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cabo Verde,CPV,10.79,10.76,10.81,10.81,10.75,10.67,10.51,10.37,10.31,10.62,10.67,10.93,11.21,11.49,11.69,11.9
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cambodia,KHM,1.07,1.12,1.21,1.27,1.31,1.32,1.29,1.26,0.83,0.58,0.77,0.58,0.51,0.44,0.69,0.39
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cameroon,CMR,7.6,7.46,6.68,5.9,5.13,4.4,3.69,3.06,3.31,3.77,4.11,3.97,3.84,3.71,3.53,3.51
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Canada,CAN,6.83,7.22,7.67,7.57,7.19,6.76,6.32,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central African Republic,CAF,4.47,4.45,4.49,4.49,4.44,4.38,4.27,4.17,4.12,4.34,4.38,4.38,4.38,4.39,4.34,4.3
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chad,TCD,1.05,1.09,1.16,1.22,1.26,1.29,1.28,1.29,1.32,1.5,1.59,1.66,1.73,1.8,1.83,1.87
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Channel Islands,CHI,5.88,5.94,5.96,5.99,6.07,6.16,6.31,6.45,6.5,6.29,6.28,6.35,6.37,6.41,6.51,6.62
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Chile,CHL,10.49,10.39,10.17,9.77,10.16,9.34,9.02,8.43,9.29,11.31,8.42,7.34,6.66,6.21,6.67,6.51
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,China,CHN,3.3,3.8,4.2,4.6,4.5,4.5,4.4,4.3,4.6,4.7,4.5,4.5,4.6,4.6,4.6,4.6
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Colombia,COL,20.52,15.04,15.63,14.19,13.72,11.87,11.53,11.2,11.27,12.07,10.98,10.11,9.74,9.05,8.57,8.3
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Comoros,COM,4.59,4.58,4.61,4.61,4.57,4.84,5.07,5.3,5.59,6.19,6.6,6.98,7.39,7.81,8.14,8.09
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Congo, Dem. Rep.",COD,2.91,2.9,2.92,2.92,2.89,2.85,2.98,3.11,3.29,3.7,3.98,4.22,4.49,4.49,4.44,4.4
